cagr,annualized_volatility,sharpe,sortino,maximum_drawdown,calmar,monthly_var_95,monthly_es_95,observations,ending_wealth_multiple,bankrupt_flag,strategy,formation_period,frequency,holdings_n,maintenance,return_type,average_long_exposure,average_short_exposure,total_borrow_cost_inr,total_tax_inr,time_below_prior_peak,average_drawdown,longest_underwater_trading_days,longest_underwater_years
0.109397726009484,0.1630109496227154,0.2988178196479453,0.400083550891943,-0.7454985935412746,0.1467443761225919,0.0833441442699239,0.1393873886137312,4771,7.432445888942177,False,raw_momentum,6M,1M,12,winner_drift,raw,0.6663668250847348,0.0,0.0,,0.928107315028296,-0.2299294974570122,1734,6.880952380952381
0.1041168251176423,0.1642469437234492,0.2681277842881538,0.3586907349858961,-0.7501798192842623,0.1387891575342281,0.083441298201256,0.1404177348517586,4771,6.777880603861383,False,raw_momentum,6M,1M,12,winner_drift,gross,0.6770800708642751,0.0,0.0,,0.9329281073150284,-0.2397877316794461,1785,7.083333333333333
0.1229838121641999,0.1599040317384876,0.3792479662859687,0.5016332186986007,-0.7610439933209532,0.1615988211503225,0.0710061840955643,0.1459980426830857,4771,9.403011563681824,False,raw_momentum,6M,1M,24,winner_drift,raw,0.6349051724763006,0.0,0.0,,0.9021169566128694,-0.2021530800097056,1653,6.559523809523809
0.1185307477655921,0.161753579313019,0.3516729308937467,0.4643679456324343,-0.7658413036150977,0.1547719445348226,0.0728919205170878,0.1475647625338675,4771,8.70817668680891,False,raw_momentum,6M,1M,24,winner_drift,gross,0.6509252794832486,0.0,0.0,,0.9079857472228045,-0.2125630541876307,1678,6.658730158730159
0.1439864052169406,0.1559412737411007,0.5059877238945297,0.6699115557973999,-0.7393760648741108,0.1947404197368173,0.0599123370908247,0.1333213418588563,4771,13.450866513394192,False,raw_momentum,6M,1M,50,winner_drift,raw,0.6854459518520825,0.0,0.0,,0.9014881576189478,-0.1649959356019768,1567,6.218253968253968
0.1388269160658966,0.1591093668600325,0.4700442237848238,0.6207600594047267,-0.7435038711665141,0.1867198295122328,0.0635741592798896,0.1357641193392476,4771,12.325950018237124,False,raw_momentum,6M,1M,50,winner_drift,gross,0.7116784431356048,0.0,0.0,,0.9065185495703209,-0.1780741019365854,1579,6.265873015873016
0.0854202094196396,0.1676167283834129,0.1627666678045548,0.2166951121635495,-0.798710195427919,0.1069476887970294,0.0801826328745266,0.1465803557548946,4729,4.807727570506747,False,raw_momentum,6M,3M,12,winner_drift,raw,0.5299302212226329,0.0,0.0,,0.93212095580461,-0.2366479625895644,1943,7.7103174603174605
0.0824610801588627,0.1689740196346403,0.146317915235836,0.1947705703054173,-0.8014427439393974,0.1028907938619982,0.08326544048997,0.1478688889780632,4729,4.562757260163462,False,raw_momentum,6M,3M,12,winner_drift,gross,0.5400872249868447,0.0,0.0,,0.935504334954536,-0.2427784168874121,1945,7.718253968253968
0.1189184860920966,0.1558299876569563,0.3617498245646418,0.4788570540746598,-0.7321922674210541,0.162414288409456,0.0726968073849652,0.1347913028519745,4729,8.606355800077024,False,raw_momentum,6M,3M,24,winner_drift,raw,0.5484840069778641,0.0,0.0,,0.9061112285895538,-0.1888893131512875,1680,6.666666666666667
0.1163213106288407,0.1575120858684866,0.3444939381363621,0.4557424978479796,-0.7351037641253111,0.1582379472199407,0.0728199784269052,0.1362681891442405,4729,8.231626756190847,False,raw_momentum,6M,3M,24,winner_drift,gross,0.5583508935407995,0.0,0.0,,0.9099175301332204,-0.1941500147397682,1687,6.694444444444445
0.1236918990800945,0.1783745519425461,0.3615970838421906,0.476906309519817,-0.7175566418833041,0.1723792824988031,0.0888099055321953,0.1520305453786476,4729,9.337622198415756,False,raw_momentum,6M,3M,50,winner_drift,raw,0.7560087558522761,0.0,0.0,,0.9168957496299428,-0.2093192369306075,1783,7.075396825396825
0.1189021065611897,0.179175148378358,0.3364293710955998,0.4431339331492531,-0.7203635286021888,0.1650584765054809,0.0893947425019739,0.152942016038789,4729,8.603942639389043,False,raw_momentum,6M,3M,50,winner_drift,gross,0.7648987059823958,0.0,0.0,,0.920279128779869,-0.2173603759688196,1861,7.384920634920635
0.0651711234627867,0.1806443752261764,0.0569359492448688,0.0756642579525624,-0.6848512694831431,0.0951609880375506,0.0936689293453464,0.1514776916002674,4729,3.351707180444815,False,raw_momentum,6M,6M,12,winner_drift,raw,0.7342511937350574,0.0,0.0,,0.9680693592725736,-0.2723787415605128,1947,7.726190476190476
0.0626763865182402,0.1828485743850725,0.0453713229114357,0.0602544642813449,-0.6879929016151707,0.0911003389295117,0.0952584377079608,0.1531930455506836,4729,3.204481181118501,False,raw_momentum,6M,6M,12,winner_drift,gross,0.7486930783025696,0.0,0.0,,0.969549587650666,-0.2802866185063451,1948,7.73015873015873
