cagr,annualized_volatility,sharpe,sortino,maximum_drawdown,calmar,monthly_var_95,monthly_es_95,observations,ending_wealth_multiple,bankrupt_flag,strategy,formation_period,frequency,holdings_n,maintenance,return_type,average_long_exposure,average_short_exposure,total_borrow_cost_inr,total_tax_inr,time_below_prior_peak,average_drawdown,longest_underwater_trading_days,longest_underwater_years
0.1367428544147417,0.2238327014637045,0.38160530313988,0.5141939615751864,-0.7990636454084354,0.1711288646411221,0.1053115465579203,0.1690794328003961,4771,11.897363363414865,False,raw_momentum,6M,1M,12,equal_weight,raw,0.9875138569661792,0.0,0.0,,0.9492768811569902,-0.2916401370205955,1678,6.658730158730159
0.1236002994313538,0.2221522968423288,0.3293390538360826,0.4424351296029965,-0.8031776796136019,0.153889111424033,0.1059637736473588,0.1690619935058357,4771,9.50324968470664,False,raw_momentum,6M,1M,12,equal_weight,gross,0.9876502639392664,0.0,0.0,,0.9532592747851604,-0.3027580542173281,1686,6.690476190476191
0.1647030167031895,0.2116913985639624,0.5081534785617967,0.6762909978199179,-0.7456429643134308,0.2208872403897003,0.1116868096120355,0.1694015808030408,4771,19.02587972252417,False,raw_momentum,6M,1M,24,equal_weight,raw,0.9887124235262188,0.0,0.0,,0.9308321106686228,-0.2422091692272224,1588,6.301587301587301
0.1513012998347656,0.2102065931276939,0.4540041341598134,0.6025841333070461,-0.7499702492933857,0.2017430691115015,0.1113460161557482,0.1693433526360367,4771,15.213648146305472,False,raw_momentum,6M,1M,24,equal_weight,gross,0.98881310615996,0.0,0.0,,0.936700901278558,-0.2537531123205057,1601,6.353174603174603
0.1733795077983193,0.2049985881311771,0.5548864685874721,0.73191833259704,-0.7401210047030334,0.2342583262690757,0.1018627866019978,0.1657694567434475,4771,21.959484879412287,False,raw_momentum,6M,1M,50,equal_weight,raw,0.9907759484967094,0.0,0.0,,0.9193041291133934,-0.2238386973374486,1570,6.23015873015873
0.160087590805328,0.2038058909092877,0.4998236678752734,0.6575286780332485,-0.7445612506896317,0.2150092966254298,0.1018392564769686,0.1658845897105079,4771,17.62086498581663,False,raw_momentum,6M,1M,50,equal_weight,gross,0.9908501748330192,0.0,0.0,,0.9228673234122824,-0.2359333595639805,1582,6.277777777777778
0.1128445705372873,0.2341531955290461,0.2826360883982181,0.3820773046194549,-0.8116803156498745,0.1390258804624798,0.1111349157437471,0.1803992970221683,4729,7.754145575406318,False,raw_momentum,6M,3M,12,equal_weight,raw,0.9816795750114352,0.0,0.0,,0.9585536054134066,-0.2799958561630716,1782,7.071428571428571
0.1056953510078657,0.2331844880647234,0.2546033673970294,0.3436678026122432,-0.8135841344263102,0.1299132401130163,0.110548163431672,0.1804784265035819,4729,6.853520227588029,False,raw_momentum,6M,3M,12,equal_weight,gross,0.981794591027415,0.0,0.0,,0.9602452949883696,-0.2868216263480469,1785,7.083333333333333
0.1407058328921173,0.2248993324029085,0.3971874196797038,0.5267828445681495,-0.7685769576235606,0.1830731867465552,0.1115904878410585,0.1766919878056706,4729,12.45263030785888,False,raw_momentum,6M,3M,24,equal_weight,raw,0.9810998760434,0.0,0.0,,0.9405794036794248,-0.255067342753766,1649,6.5436507936507935
0.1331048299110531,0.2241982351171937,0.3672568692682914,0.4863239588484064,-0.7707927828135921,0.17268562041433,0.1118781579043162,0.1769181065641577,4729,10.955649372628333,False,raw_momentum,6M,3M,24,equal_weight,gross,0.9811557211976608,0.0,0.0,,0.9431169380418694,-0.2622486394887731,1678,6.658730158730159
0.1364872603069229,0.2095763387859408,0.3920851264795846,0.5150922231859907,-0.7305863477798178,0.1868187938656323,0.1067250167433955,0.1676622853181807,4729,11.59941704805332,False,raw_momentum,6M,3M,50,equal_weight,raw,0.983595663862931,0.0,0.0,,0.9357157961514062,-0.2491547597819844,1684,6.682539682539683
0.1289667423366307,0.2087990192733654,0.3602746313242351,0.4725582636126413,-0.7330262308966753,0.1759374179268755,0.1072742216114482,0.1676210239740425,4729,10.214077926347334,False,raw_momentum,6M,3M,50,equal_weight,gross,0.9836509510455712,0.0,0.0,,0.93783040812011,-0.2561733380340503,1700,6.746031746031746
0.0797471556905595,0.2207772596103177,0.1463189462923558,0.195243098688786,-0.7714915156740354,0.1033675083528121,0.1044933090574073,0.1771010002207812,4729,4.348528004980693,False,raw_momentum,6M,6M,12,equal_weight,raw,0.974611481493482,0.0,0.0,,0.9668005920913512,-0.3019388651513062,1938,7.690476190476191
0.0754919280110002,0.2197726860270931,0.1276222870585757,0.1701555180574066,-0.7724432266194908,0.097731361230756,0.1044972780252182,0.1768878768734086,4729,4.031717705558712,False,raw_momentum,6M,6M,12,equal_weight,gross,0.9748015537364504,0.0,0.0,,0.9684922816663142,-0.3060120152454231,1940,7.698412698412699
0.1176529993791182,0.2149745211398776,0.3082363901813362,0.4071527630674568,-0.7284233504506848,0.1615173364587019,0.1075107118298857,0.173642362490598,4729,8.42179183959898,False,raw_momentum,6M,6M,24,equal_weight,raw,0.9762051797633584,0.0,0.0,,0.9475576231761472,-0.2619107671065394,1856,7.365079365079365
