cagr,annualized_volatility,sharpe,sortino,maximum_drawdown,calmar,monthly_var_95,monthly_es_95,observations,ending_wealth_multiple,bankrupt_flag,strategy,formation_period,frequency,holdings_n,maintenance,return_type,average_long_exposure,average_short_exposure,total_borrow_cost_inr,total_tax_inr,time_below_prior_peak,average_drawdown,longest_underwater_trading_days,longest_underwater_years
0.1784144213021972,0.2368948626990383,0.528700875727597,0.708483971825561,-0.6630498819948037,0.2690814464296902,0.1110338900884489,0.1638017240689021,4771,23.853412931962826,False,vol_adjusted,12M,1M,12,equal_weight,raw,0.9920102075843668,0.0,0.0,,0.9306225110039824,-0.2524290332523954,1654,6.563492063492063
0.1659959930137717,0.2361413981035005,0.4838034989453091,0.646880424445055,-0.669258551225097,0.2480296930235875,0.1115630137305934,0.164157352670124,4771,19.43814082530056,False,vol_adjusted,12M,1M,12,equal_weight,gross,0.9920616241309872,0.0,0.0,,0.933976105638231,-0.2625473478106765,1685,6.686507936507937
0.1628827376425816,0.2087593746439595,0.5048567176066973,0.6642745561007822,-0.7009454322141473,0.2323757744280713,0.1007871881050785,0.1607975942946148,4771,18.459521283881493,False,vol_adjusted,12M,1M,24,equal_weight,raw,0.99318740492921,0.0,0.0,,0.9211905260951584,-0.2503392552610809,1635,6.488095238095238
0.1517747913031253,0.2078041027372442,0.4590290471049699,0.6026892060096082,-0.7041444842121187,0.2155449551990017,0.1009588919006688,0.1609805448150515,4771,15.334993566792964,False,vol_adjusted,12M,1M,24,equal_weight,gross,0.993251098029454,0.0,0.0,,0.9247537203940474,-0.259706052175111,1644,6.523809523809524
0.1874733485150417,0.1878874036245354,0.6522564426214162,0.8555114684737839,-0.6871935771244733,0.2728101000296226,0.0902215107362572,0.153933130289458,4771,27.657236613219027,False,vol_adjusted,12M,1M,50,equal_weight,raw,0.9957129951515308,0.0,0.0,,0.8956193670090128,-0.199707701427376,1585,6.2896825396825395
0.1768336489365831,0.18675535762869,0.6058306445657246,0.792932000403398,-0.6904900638338889,0.2560987597051418,0.0903072165785693,0.1538579286144052,4771,23.24271909939391,False,vol_adjusted,12M,1M,50,equal_weight,gross,0.995744495306613,0.0,0.0,,0.9012785579543072,-0.2083052771008809,1599,6.345238095238095
0.1564284257696042,0.2285334891459612,0.4556467606757461,0.6109163837601815,-0.7041422736271499,0.2221545724897559,0.1120618782321693,0.1751445539366033,4729,16.186381302021406,False,vol_adjusted,12M,3M,12,equal_weight,raw,0.9864587173739736,0.0,0.0,,0.9340241065764432,-0.2349877901152436,1583,6.281746031746032
0.1498678928604147,0.2280158846661066,0.4306660918412229,0.5767784502854516,-0.7056192026721957,0.2123920271626135,0.1116358223453082,0.1753368310886182,4729,14.51500139534042,False,vol_adjusted,12M,3M,12,equal_weight,gross,0.9865050751168492,0.0,0.0,,0.936138718545147,-0.2406277508202497,1593,6.321428571428571
0.1504882731110166,0.2063599551475867,0.4555728504442027,0.6000185692486194,-0.70413054093874,0.213722121625895,0.0920247499602006,0.1601869851984072,4729,14.665758320463054,False,vol_adjusted,12M,3M,24,equal_weight,raw,0.9886184017307388,0.0,0.0,,0.9251427363078876,-0.2244293584645785,1570,6.23015873015873
0.1444013753534581,0.2057462448806805,0.4299707412249203,0.5656249725999414,-0.7053312922747499,0.2047284402876159,0.0918474507788005,0.1603426592530953,4729,13.248622904352326,False,vol_adjusted,12M,3M,24,equal_weight,gross,0.9886674582963452,0.0,0.0,,0.9270458870797208,-0.2297328640456454,1579,6.265873015873016
0.1482732643971089,0.1841900388391553,0.475875819001436,0.6228741888694009,-0.6887525807693529,0.2152779801296486,0.0883337823864559,0.1522194938274454,4729,14.134206107201088,False,vol_adjusted,12M,3M,50,equal_weight,raw,0.9917854941040896,0.0,0.0,,0.9099175301332204,-0.2026036408262936,1588,6.301587301587301
0.142285824902218,0.1834319616196651,0.447958154959878,0.5855668418151264,-0.6912570938923462,0.2058363323275741,0.0890514679757115,0.1521994794146583,4729,12.787236442009878,False,vol_adjusted,12M,3M,50,equal_weight,gross,0.9919738622584436,0.0,0.0,,0.9137238316768872,-0.2077963706217432,1597,6.337301587301587
0.1064943475395678,0.2122274023080193,0.2611854475641451,0.3459591552763612,-0.6802271293072151,0.1565570424220337,0.1073050442038064,0.1703838634236155,4729,6.9490186606860584,False,vol_adjusted,12M,6M,12,equal_weight,raw,0.9868034073999272,0.0,0.0,,0.94924931275111,-0.250469536788708,1965,7.797619047619048
0.1024486407574296,0.2116243856597924,0.2436370250952493,0.3224790696324975,-0.680771539084674,0.1504890185262095,0.1069646976409578,0.1704548014923067,4729,6.4781096363572965,False,vol_adjusted,12M,6M,12,equal_weight,gross,0.9868320994644288,0.0,0.0,,0.9507295411292028,-0.2546621290307418,1968,7.809523809523809
0.1191430961104695,0.2015262680982704,0.3216160301586942,0.422222600383257,-0.7010115135328769,0.1699588292209723,0.092942039284717,0.1657722782010492,4729,8.639511886004708,False,vol_adjusted,12M,6M,24,equal_weight,raw,0.9926945025496045,0.0,0.0,,0.9386762529075916,-0.228361747025946,1599,6.345238095238095
0.115170896779569,0.2010632097735767,0.3038216250394294,0.3985636735111851,-0.7015753581878498,0.1641604076247095,0.0927461198524424,0.1659203855228304,4729,8.070631138596553,False,vol_adjusted,12M,6M,24,equal_weight,gross,0.992709219807172,0.0,0.0,,0.940156481285684,-0.2318959182845252,1610,6.388888888888889
0.1163131265109291,0.1823337089027674,0.3207381381746502,0.4173246405889088,-0.7170969094200377,0.1622000108813731,0.091283057679079,0.1572177280981372,4729,8.230470747559322,False,vol_adjusted,12M,6M,50,equal_weight,raw,0.992398453063976,0.0,0.0,,0.9255656587016282,-0.2197731980206978,1600,6.349206349206349
0.1124059544761473,0.1818129898673824,0.3014320036417415,0.3918829746436743,-0.7175563885592945,0.1566510399298867,0.0913553405879024,0.1573639316546188,4729,7.695807463000335,False,vol_adjusted,12M,6M,50,equal_weight,gross,0.9924241581511952,0.0,0.0,,0.9266229646859802,-0.2231358162666603,1631,6.472222222222222
0.1466761916852308,0.2376410402358927,0.4104595813528986,0.5460449892135466,-0.6786003689310252,0.2161451693819214,0.1115630137305934,0.1661103473165535,4771,14.075258536389248,False,vol_adjusted,12M,1M,12,equal_weight,post_tax,,,,18722936.406767532,0.9413120939006496,-0.2739701566233663,1726,6.849206349206349
0.1344941186638093,0.2092354139875338,0.3835366214624537,0.5010564826544642,-0.711276619516749,0.1890883447781349,0.100958891900669,0.1626388487110202,4771,11.450777124434143,False,vol_adjusted,12M,1M,24,equal_weight,post_tax,,,,16255999.943897586,0.931251309997904,-0.2721721307363502,1647,6.535714285714286
0.1589997875606985,0.1883032764016729,0.519557212597601,0.6759313943503391,-0.7004067595576542,0.2270106411610244,0.0903072165785692,0.1563284859706386,4771,17.30435282880046,False,vol_adjusted,12M,1M,50,equal_weight,post_tax,,,,21598208.13132458,0.9102913435338504,-0.2234664477158366,1612,6.396825396825397
0.1303136784900427,0.2302644549085498,0.352656032303202,0.4686436448870489,-0.717365401702625,0.1816559290157439,0.1116358223453083,0.1783055443548855,4729,10.450069876806852,False,vol_adjusted,12M,3M,12,equal_weight,post_tax,,,,17313058.079270385,0.9424825544512582,-0.2579419275225763,1597,6.337301587301587
0.1286468378983514,0.2074063506789637,0.3599275843827828,0.4707703723109079,-0.7166723707036626,0.1795057869637696,0.0918474507788006,0.1629838738452966,4729,10.158775637571033,False,vol_adjusted,12M,3M,24,equal_weight,post_tax,,,,14267699.412106665,0.9331782617889616,-0.2458874552676432,1582,6.277777777777778
0.1285884543072972,0.1849994796648586,0.3791127975212821,0.4926509989449446,-0.7012710162711822,0.1833648494287292,0.0890514679757116,0.1544163205252126,4729,10.148713463762736,False,vol_adjusted,12M,3M,50,equal_weight,post_tax,,,,12747162.29677674,0.9198562063861282,-0.2236212973583406,1601,6.353174603174603
0.0879443420099481,0.2139161513929911,0.1801719719106139,0.2365772803869943,-0.6951391639988342,0.1265132890859471,0.1069646976409577,0.173551192745426,4729,5.026488379317888,False,vol_adjusted,12M,6M,12,equal_weight,post_tax,,,,8149999.078126498,0.955381687460351,-0.276442948306423,2386,9.468253968253968
0.1022845171015702,0.2025594986289915,0.2444890708088132,0.3190379022918369,-0.71459048178354,0.1431372509276631,0.0927461198524422,0.1689243064742628,4729,6.459659656054203,False,vol_adjusted,12M,6M,24,equal_weight,post_tax,,,,7706870.174808891,0.9450200888137028,-0.247503364502882,1639,6.503968253968254
0.1028410795017797,0.183011714144912,0.2524724582950151,0.3267659722453366,-0.7286519427575735,0.1411388256409213,0.0913553405879025,0.1600565324017466,4729,6.522428388306816,False,vol_adjusted,12M,6M,50,equal_weight,post_tax,,,,6335478.309864001,0.93212095580461,-0.2362474883717381,1639,6.503968253968254
