cagr,annualized_volatility,sharpe,sortino,maximum_drawdown,calmar,monthly_var_95,monthly_es_95,observations,ending_wealth_multiple,bankrupt_flag,strategy,formation_period,frequency,holdings_n,maintenance,return_type,average_long_exposure,average_short_exposure,total_borrow_cost_inr,total_tax_inr,time_below_prior_peak,average_drawdown,longest_underwater_trading_days,longest_underwater_years
0.2540021907516585,0.253738521369744,0.7656418080538623,1.0424493446278602,-0.7045693972451091,0.3605069873100023,0.1328336016906464,0.2153305701693961,4771,79.2907708725495,False,jt_academic,12M,1M,12,equal_weight,academic_raw,0.6063610416972198,0.86910702727581,0.0,,0.910920142527772,-0.177594983202494,1185,4.7023809523809526
0.2232156740275421,0.2551456944147258,0.6635693714574272,0.8999081548931569,-0.7158687547733347,0.3118108906683864,0.134752020227975,0.2183966418396279,4771,49.05093875920234,False,jt_academic,12M,1M,12,equal_weight,academic_borrow_3pct,0.6116783716244072,0.8899164492223419,73128758.60564841,,0.9211905260951584,-0.1924690500645436,1237,4.908730158730159
0.1918148767374865,0.2566788736931957,0.5579397053673348,0.7537443816468553,-0.7268635633245248,0.2638939223479089,0.1365487736720026,0.2215334028323932,4771,29.67776952455284,False,jt_academic,12M,1M,12,equal_weight,academic_borrow_6pct,0.6179187340447697,0.9143807677424758,104017846.1725816,,0.930412911339342,-0.2111752074232629,1309,5.194444444444445
0.1257605236587182,0.2602751774782769,0.3307401637810576,0.4435917878507114,-0.7492022109355159,0.1678592532471083,0.1402654699329376,0.2280639114772156,4771,9.862548086657029,False,jt_academic,12M,1M,12,equal_weight,academic_borrow_12pct,0.6347612989809746,0.9803679094707016,104544672.71600457,,0.9492768811569902,-0.2606246673151096,1556,6.174603174603175
0.2241718849122143,0.1825799389987292,0.836553547859187,1.1611967084244792,-0.6446696656161263,0.3477313993019477,0.0978303548735205,0.1741866776157252,4771,49.79711380023778,False,jt_academic,12M,1M,24,equal_weight,academic_raw,0.5831934337939134,0.7890375720060588,0.0,,0.8989729616432613,-0.1641948190590529,1244,4.936507936507937
0.1966001383683089,0.1832948403682469,0.7070005853071127,0.9765001402983144,-0.6558020277469808,0.2997858043283765,0.0999262713412701,0.1766731320557043,4771,32.066723285653914,False,jt_academic,12M,1M,24,equal_weight,academic_borrow_3pct,0.5872110374946833,0.8035615496248933,49691614.01578028,,0.911339341857053,-0.1798027851537462,1310,5.198412698412699
0.1687119436292277,0.1840715121143525,0.5739049703513769,0.7887489044217725,-0.6666418541388219,0.2530773346764619,0.1022581532331334,0.1792166157218992,4771,20.331861683438223,False,jt_academic,12M,1M,24,equal_weight,academic_borrow_6pct,0.5918335184712072,0.8203044980772384,72580654.35931315,,0.9216097254244392,-0.1972532676739393,1314,5.214285714285714
0.1111885893675048,0.1858804959250846,0.2928128609779156,0.3984886865647275,-0.6899834048624381,0.1611467588697622,0.1075120737233772,0.1845249053538105,4771,7.667718463981971,False,jt_academic,12M,1M,24,equal_weight,academic_borrow_12pct,0.6037627653123909,0.863528973480448,77362369.75232917,,0.9444560888702578,-0.2401137112732314,1682,6.674603174603175
0.2476735937411747,0.1360996586504352,1.2095882943421483,1.7185112390548232,-0.5354780419689975,0.4625280111028609,0.0761222533330932,0.1354791896606809,4771,71.90653371893845,False,jt_academic,12M,1M,50,equal_weight,academic_raw,0.6073660025529075,0.714080799574617,0.0,,0.853909033745546,-0.0967140084257075,686,2.7222222222222223
0.2219911705350217,0.1364984687870065,1.0506078831882093,1.4835051867849158,-0.5393043658702481,0.4116250202736738,0.0780960519361201,0.1375368008040519,4771,48.110876917526774,False,jt_academic,12M,1M,50,equal_weight,academic_borrow_3pct,0.6135232753650793,0.7235727487634807,60349820.05741593,,0.8679522112764619,-0.106048848114823,1111,4.408730158730159
0.1961789678457488,0.1369307904951261,0.888313288858215,1.2466103461963485,-0.5525365066493394,0.3550515947541751,0.0801143400202243,0.1396242055290919,4771,31.849356235718552,False,jt_academic,12M,1M,50,equal_weight,academic_borrow_6pct,0.6205702716059346,0.7342750700482951,90595207.10067232,,0.8849297841123455,-0.1194873206724914,1172,4.650793650793651
0.1436988904872636,0.1379261181402542,0.5504932754811053,0.7629180433375914,-0.5780030943559908,0.2486126664207091,0.0843204398324248,0.1439090526345111,4771,13.38570069973442,False,jt_academic,12M,1M,50,equal_weight,academic_borrow_12pct,0.6384104814226094,0.7606716898757108,102481434.49343452,,0.9159505344791448,-0.1536526868459322,1246,4.944444444444445
0.3024311518362845,0.239325870570352,0.9551279334023012,1.3702820388764747,-0.5947376323682192,0.5085118804942895,0.0917433006053873,0.1759359243194096,4729,157.88018161335674,False,jt_academic,12M,3M,12,equal_weight,academic_raw,0.573623988856517,0.7754605529298833,0.0,,0.8786212729964051,-0.109712358883426,525,2.0833333333333335
0.274131851442627,0.2410047311879998,0.8570801991108065,1.2248801696002247,-0.6075281837429496,0.4512249123221162,0.0936890317449095,0.1789657618704005,4729,103.64887333576571,False,jt_academic,12M,3M,12,equal_weight,academic_borrow_3pct,0.5796727579412799,0.7911991214654224,182283686.19431692,,0.8887714104461831,-0.1212026153388665,806,3.1984126984126986
0.2453297999190979,0.2427827296703762,0.756437876577245,1.0769077448856774,-0.6212773864291458,0.3948796548497534,0.0957353872675591,0.1821140686883613,4729,66.88647239542499,False,jt_academic,12M,3M,12,equal_weight,academic_borrow_6pct,0.5865840033905795,0.8091219449997115,272071902.46214193,,0.9008246986677944,-0.1356893471724277,837,3.3214285714285716
0.1853614164915569,0.2467068178427786,0.5441554030767249,0.7688113633416481,-0.6478415549932316,0.2861215293506349,0.1003162032335565,0.188648347743848,4729,25.986061805428182,False,jt_academic,12M,3M,12,equal_weight,academic_borrow_12pct,0.6041863870061498,0.8544228536947922,300960137.73892057,,0.9217593571579616,-0.1697209944403993,1004,3.984126984126984
0.2559968622231667,0.1841654225044829,0.973808728712238,1.3764441075986984,-0.6986790492814536,0.3664012288424034,0.0818183504693898,0.1628028548403577,4729,78.75863743493392,False,jt_academic,12M,3M,24,equal_weight,academic_raw,0.5909242402909562,0.7262088274096666,0.0,,0.8720659758934236,-0.1257677629554688,786,3.119047619047619
