nse_symbol,ex_date,share_multiplier,note,source_url,validation_status
SUNTV,2007-07-23,4.0,Combined 10-to-5 face-value split and 1-for-1 bonus,https://www.motilaloswal.com/share-market/sun-tv-network-ltd,verified_secondary
