record_id,nse_symbol,isin,company_name,board,delisted_date,delisting_type,source
NSEDL0031,GFL,INE868A01020,Godrej Foods Limited,Main Board,2005-04-19,Voluntary Delisting ,NSE official delisted companies register
NSEDL0032,ABGHEAVY,INE580C01019,ABG Heavy Industries Ltd,Main Board,2005-07-21,Voluntary Delisting ,NSE official delisted companies register
NSEDL0033,WIMCOLTD,INE333A01025,Wimco Limited,Main Board,2005-12-14,Voluntary Delisting ,NSE official delisted companies register
NSEDL0034,POLYCHEM,INE752B01016,Polychem Ltd,Main Board,2005-12-27,Voluntary Delisting ,NSE official delisted companies register
NSEDL0035,DATTMEDI,INE480E01018,Datt Mediproducts Limited,Main Board,2006-01-23,Voluntary Delisting ,NSE official delisted companies register
NSEDL0036,FSS,INE801A01021,Flextronics Software Systems Limited,Main Board,2006-02-10,Voluntary Delisting ,NSE official delisted companies register
NSEDL0037,INTEGENT,INE227A01011,Integrated Enterprises (India) Limited,Main Board,2006-05-29,Voluntary Delisting ,NSE official delisted companies register
NSEDL0038,ADITYAINTL,INE908B01014,Aditya International Ltd.,Main Board,2007-02-12,Voluntary Delisting ,NSE official delisted companies register
NSEDL0039,EICHER,INE065A01023,Eicher Limited,Main Board,2007-03-13,Voluntary Delisting ,NSE official delisted companies register
NSEDL0040,YOKOGAWA,INE718A01019,Yokogawa India Limited,Main Board,2007-05-10,Voluntary Delisting ,NSE official delisted companies register
NSEDL0041,WARTSILA,INE057A01012,Wartsila India Ltd,Main Board,2007-06-19,Voluntary Delisting ,NSE official delisted companies register
NSEDL0042,OENCONNECT,INE669B01012,FCI OEN Connectors Limited,Main Board,2007-09-17,Voluntary Delisting ,NSE official delisted companies register
NSEDL0043,PAVCI,INE071B01011,Panasonic AVC Networks India Co. Limited.,Main Board,2007-12-14,Voluntary Delisting ,NSE official delisted companies register
NSEDL0044,ESTL,INE127A01021,Essar Steel Limited,Main Board,2007-12-24,Voluntary Delisting ,NSE official delisted companies register
NSEDL0045,IGS,INE177B01016,iGate Global Solutions Limited,Main Board,2008-02-04,Voluntary Delisting ,NSE official delisted companies register
NSEDL0046,BOSCHCHASY,INE053B01019,Bosch Chassis Systems India Ltd.,Main Board,2008-11-07,Voluntary Delisting ,NSE official delisted companies register
NSEDL0047,PENTACOMMU,INE408A01017,Pentasoft Technologies Limited,Main Board,2009-01-09,Voluntary Delisting ,NSE official delisted companies register
NSEDL0048,PENTSFWARE,INE202A01014,Pentamedia Graphics Limited,Main Board,2009-01-09,Voluntary Delisting ,NSE official delisted companies register
NSEDL0049,MALCO,INE223B01026,The Madras Aluminium Co Ltd,Main Board,2009-06-19,Voluntary Delisting ,NSE official delisted companies register
NSEDL0050,LOTTEINDIA,INE185A01011,Lotte India Corporation Limited,Main Board,2009-07-31,Voluntary Delisting ,NSE official delisted companies register
NSEDL0051,MATRIXLABS,INE604D01023,Matrix Laboratories Limited,Main Board,2009-08-21,Voluntary Delisting ,NSE official delisted companies register
NSEDL0052,PEARLGLOBL,INE787B01012,Pearl Global Ltd,Main Board,2009-08-21,Voluntary Delisting ,NSE official delisted companies register
NSEDL0053,SIGROUPIND,INE547A01012,SI Group - India Limited,Main Board,2009-09-23,Voluntary Delisting ,NSE official delisted companies register
NSEDL0054,PHILCORP,INE601A01017,PHIL Corporation Limited,Main Board,2010-02-09,Voluntary Delisting ,NSE official delisted companies register
NSEDL0055,MICRO,INE056A01014,Micro Inks Limited,Main Board,2010-04-13,Voluntary Delisting ,NSE official delisted companies register
NSEDL0056,HINVDIR,INE800B01013,HSBC InvestDirect (India) Limited,Main Board,2010-07-15,Voluntary Delisting ,NSE official delisted companies register
NSEDL0057,BINANICEM,INE042H01019,Binani Cement Limited,Main Board,2011-05-30,Voluntary Delisting ,NSE official delisted companies register
NSEDL0058,UTVSOF,INE507B01022,UTV Software Communications Limited,Main Board,2012-03-16,Voluntary Delisting ,NSE official delisted companies register
NSEDL0059,CAROLINFO,INE198A01014,Carol Info Services Limited,Main Board,2012-03-19,Voluntary Delisting ,NSE official delisted companies register
NSEDL0060,NIRMA,INE091A01029,Nirma Limited,Main Board,2012-03-28,Voluntary Delisting ,NSE official delisted companies register
NSEDL0061,ALFALAVAL,INE427A01017,Alfa Laval (India) Limited,Main Board,2012-04-19,Voluntary Delisting ,NSE official delisted companies register
NSEDL0062,SHPRE,INE318K01017,Shree Precoated Steels Limited,Main Board,2012-05-10,Voluntary Delisting ,NSE official delisted companies register
NSEDL0063,PATNI,INE660F01012,Patni Computer Systems Limited,Main Board,2012-05-28,Voluntary Delisting ,NSE official delisted companies register
NSEDL0064,CHEMPLAST,INE488A01027,Chemplast Sanmar Limited,Main Board,2012-06-25,Voluntary Delisting ,NSE official delisted companies register
NSEDL0065,BATLIBOI,INE177C01022,Batliboi Limited,Main Board,2012-06-28,Voluntary Delisting ,NSE official delisted companies register
NSEDL0066,CHETTINAD,INE132B01011,Chettinad Cement Corporation Limited,Main Board,2013-06-07,Voluntary Delisting ,NSE official delisted companies register
NSEDL0067,FKONCO,INE575G01010,Fresenius Kabi Oncology Limited,Main Board,2014-01-10,Voluntary Delisting ,NSE official delisted companies register
NSEDL0068,RBN,INE445K01018,Reliance Broadcast Network Limited,Main Board,2014-03-28,Voluntary Delisting ,NSE official delisted companies register
NSEDL0069,RELMEDIA,INE540B01015,Reliance MediaWorks Limited,Main Board,2014-05-06,Voluntary Delisting ,NSE official delisted companies register
NSEDL0070,JDORGOCHEM,INE263B01022,JD Orgochem Limited,Main Board,2014-07-18,Voluntary Delisting ,NSE official delisted companies register
NSEDL0071,PIRGLASS,INE748E01018,Piramal Glass Limited,Main Board,2014-07-28,Voluntary Delisting ,NSE official delisted companies register
NSEDL0072,NOVOPANIND,INE460B01016,Novopan Industries Limited,Main Board,2014-11-10,Voluntary Delisting ,NSE official delisted companies register
NSEDL0073,MANJUSHREE,INE435H01015,Manjushree Technopack Limited,Main Board,2015-03-24,Voluntary Delisting ,NSE official delisted companies register
NSEDL0074,WINSOMEDJ,INE664A01015,Winsome Diamonds and Jewellery Limited,Main Board,2015-03-31,Voluntary Delisting ,NSE official delisted companies register
NSEDL0075,GSLNOVA,INE787A01022,GSL Nova Petrochemicals Limited,Main Board,2015-04-22,Voluntary Delisting ,NSE official delisted companies register
NSEDL0076,ESSARPORTS,INE282A01024,Essar Ports Limited,Main Board,2015-12-31,Voluntary Delisting ,NSE official delisted companies register
NSEDL0077,ESSAROIL,INE011A01019,Essar Oil Limited,Main Board,2016-02-17,Voluntary Delisting ,NSE official delisted companies register
NSEDL0078,HECINFRA,Not Available,HEC Infra Projects Limited,ITP,2016-02-18,Exit from ITP platform,NSE official delisted companies register
NSEDL0079,BIRLACOT,INE655I01024,Birla Cotsyn (India) Limited,Main Board,2016-03-16,Voluntary Delisting ,NSE official delisted companies register
NSEDL0080,GUJSTATFIN,INE944A01011,Gujarat State Financial Corporation,Main Board,2016-03-18,Voluntary Delisting ,NSE official delisted companies register
NSEDL0081,ZENITHCOMP,INE598B01013,Zenith Computers Limited,Main Board,2016-03-18,Voluntary Delisting ,NSE official delisted companies register
NSEDL0082,HUSYS,INE336T01010,Husys Consulting Limited,ITP,2016-06-09,Exit from ITP platform,NSE official delisted companies register
NSEDL0083,NOVAIRNSTL,INE220001015,Nova Iron & Steel Ltd,Main Board,2016-07-04,Voluntary Delisting ,NSE official delisted companies register
NSEDL0084,CMMINFRA,INE289S01013,CMM Infraprojects Limited,ITP,2016-07-05,Exit from ITP platform,NSE official delisted companies register
NSEDL0085,SURAJCROP,INE565S01016,Suraj Cropsciences Limited,ITP,2016-07-26,Exit from ITP platform,NSE official delisted companies register
NSEDL0086,CHEMOXCHEM,INE448201017,Chemox Chemical Industries Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0087,GANAPATEXP,INE451501014,Ganapati Exports Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0088,HINDALLOYS,INE495501012,Hamco Mining & Smelting Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0089,MANSUKHIND,Not Available,Mansukh Industries Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0090,MARDIACHEM,INE273B01013,Mardia Chemicals Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0091,MARDIASTL,INE439D01016,Mardia Steel Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0092,MOOLEXPORT,INE388601010,Moolchand Exports Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0093,MOTOROL,INE202601014,Motorol (I) Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0094,PALPEUGEOT,INE411601011,Pal Peugeot Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0095,PONNIORISA,INE096D01022,Ponni Sugars (Orissa) Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0096,PRUDENTCM,INE250501017,Prudential Capital Markets Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0097,SIVIND,INE639A01017,SIV Industries Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0098,SMZSCHEM,INE894C01014,SMZS Chemicals Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0099,VIBRANTINV,INE468101014,Vibrant  Investment and Properties Limited,Main Board,2016-08-31,Delisting - Liquidation,NSE official delisted companies register
NSEDL0100,ALPICFIN,INE429A01013,Alpic Finance Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0101,ARIHANTCOT,INE006001015,Arihant Cotsyn Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0102,BHUPENIND,INE447401014,BIL Industries Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0103,BPLREFRIG,INE313A01019,B S Refrigerators Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0104,BPLSANTECH,INE389A01019,BST Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0105,CEATFIN,INE481A01014,CFL Capital Financial Services Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0106,COMPUDYNE,INE531B01014,Compudyne Winosystems Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0107,CYBERSPACE,INE063B01026,Cyberspace Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0108,DRIND,INE197B01014,DR Softech & Industries Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0109,DSJFINCORP,INE069401011,DSJ Finance Corporation Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0110,ENKTEXFOOD,INE078501017,Enkay Texofood Industries Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0111,HANILERA,INE021D01012,Hanil Era Textiles Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0112,PATHEJAFOR,INE234901010,Patheja Forgings & Auto Parts Manufacturers Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0113,PSTL,INE165H01018,Pyramid Saimira Theatre Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0114,SNOWCEMIND,INE734A01016,Snowcem India Limited (SIL Business Enterprises Limited),Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0115,SOUNDCRAFT,INE271A01027,Soundcraft Industries Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0116,SQUAREDBIO,INE964A01019,Origin Agrostar Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0117,VINCARDS,INE810A01022,Vintage Cards & Creations Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0118,WOPOLIN,INE986C01018,Wopolin Plastics Limited,Main Board,2016-09-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0119,BENTOLCHEM,INE024601010,Chemox Laboratories Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0120,CEPHAMILK,INE044601016,Cepham Milk Specialities Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0121,DAMANIACM,INE059801014,Damania Capital Markets Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0122,DARTLTD,INE060201014,Dataline and Research Technologies Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0123,GRAPCOGRAN,INE099301017,Grapco Industries Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0124,HMGIND,INE453001013,HMG Industries Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0125,MANDUIND,Not Available,Mandu Industries Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0126,NOVASTEEL,INE587E01010,Nova Steel India Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0127,RAJINPIPE,INE259101017,Rajinder Pipes Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0128,RAJINSTEEL,INE259201015,Rajinder Steels Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0129,RUPANGIMPX,INE766B01024,Rupangi Impex Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0130,SANDERIND,INE281801014,Sanderson Industries Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0131,SUNSTARLUB,INE359101016,Sunstar Lubricants Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0132,ZENGLOBAL,INE468701011,Zen Global Finance Limited,Main Board,2016-11-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0133,ARIHANTRED,INE747A01018,Arihant Threads Limited,Main Board,2017-02-07,Compulsory Delisting ,NSE official delisted companies register
NSEDL0134,KAMPERCONC,INE429401016,Kamper Concast Limited,Main Board,2017-02-07,Compulsory Delisting ,NSE official delisted companies register
NSEDL0135,KRISHNAENG,INE409C01011,Krishna Engineering Works Limited,Main Board,2017-02-07,Compulsory Delisting ,NSE official delisted companies register
NSEDL0136,INFOBEANS,INE344S01016,InfoBeans Technologies Limited,ITP,2017-03-01,Exit from ITP platform,NSE official delisted companies register
NSEDL0137,MCSL,INE208S01013,Mahaveer Cotts Strings Limited,ITP,2017-03-01,Exit from ITP platform,NSE official delisted companies register
NSEDL0138,APOWERTOOL,INE870A01018,Consortex Karl Doelitzsch (India) Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0139,ARIHANTIND,INE006401017,Arihant Industries Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0140,BHORIND,INE160C01010,Bhor Industries Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0141,BLUEBIRD,INE697H01010,Blue Bird (India) Limited,Main Board,2017-03-24,Delisting - Liquidation,NSE official delisted companies register
NSEDL0142,BPLENGG,INE108A01013,BPL Engineering Limited,Main Board,2017-03-24,Delisting - Liquidation,NSE official delisted companies register
NSEDL0143,CAUVERSOFT,INE466B01013,Cauvery Software Engineering Systems Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0144,CDRMEDICAL,INE042201017,CDR Medical Industries Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0145,COMPUTECH,INE751A01028,Computech International Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0146,COREPARENT,INE494A01017,Core Healthcare Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0147,EIDERTELE,INE210B01015,Eider Infotech Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0148,ETPCORP,INE449601017,ETP Corporation Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0149,EUROSOFTAL,INE511A01018,European Software Alliances Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0150,GUJCYPROM,INE551001014,Gujarat Cypromet Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0151,HARYANSHET,INE038D01016,Haryana Sheet Glass Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0152,HITECHIJEW,INE454301016,Hitechi Jewellery Industries Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0153,ITIL,INE569A01024,Information Technologies India Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0154,KMF,Not Available,KMF Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0155,LANESEDA,INE520B01017,Lan Eseda Industries Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0156,MBIND,INE110601015,MB Industries Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0157,NOVAELEMAG,INE219701013,Nova Electro Magnetics Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0158,PANCHMACEM,INE231201018,Panchmahal Cement Company Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0159,PATWIDECOM,INE234701014,Patel's Widecom (India) Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0160,RINKIPETRO,INE270401016,Motorol Enterprises Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0161,ROOFITIND,INE743A01017,Roofit Industries Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0162,SANGHIPOLY,INE146A01013,Sanghi Polyesters Limited,Main Board,2017-03-24,Delisting - Liquidation,NSE official delisted companies register
NSEDL0163,SCINTSOFT,INE355B01018,Scintilla Software Technology Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0164,SHRVINDPPR,INE210D01011,Shree Vindhya Paper Mills Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0165,SMFINANC,INE464101018,S M Finance Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0166,SOMANICEM,INE372501010,Somani Cement Company Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0167,SQRDSFWARE,INE286A01017,DSQ Software Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0168,STEELTUBES,INE926A01018,Steel Tubes of India Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0169,SUNEARTH,INE744A01015,Sun Earth Ceramics Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0170,SYNTHCHEM,INE024A01012,Synthetics & Chemicals Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0171,TELEDATAGL,INE480B01022,Teledata Informatics Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0172,VISHALEXPO,INE167C01023,Vishal Exports Overseas Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0173,VISIONLTD,INE514B01010,Vision Organics Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0174,WELLWININD,INE752A01018,Wellwin Industry Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0175,XEDDTELCOM,INE301101015,Xedd Telecom Limited,Main Board,2017-03-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0176,AMTL,INE436N01029,Advance Metering Technology Limited,Main Board,2017-05-02,Voluntary Delisting ,NSE official delisted companies register
NSEDL0177,KRISNAFILA,INE073A01019,Krishna Filament Limited ,Main Board,2017-05-02,Voluntary Delisting ,NSE official delisted companies register
NSEDL0178,ANKURDRUGS,INE238D01012,Ankur Drugs and Pharma Limited,Main Board,2017-05-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0179,ASHCONIUL,INE714F01033,Ashco Niulab Industries Limited,Main Board,2017-05-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0180,CORAL-HUB,INE108J01030,Coral Hub Limited,Main Board,2017-05-12,Compulsory Delisting ,NSE official delisted companies register
NSEDL0181,CREWBOS,INE514G01019,Crew B.O.S. Products Limited,Main Board,2017-05-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0182,DCHL,INE137G01027,Deccan Chronicle Holdings Limited,Main Board,2017-05-12,Compulsory Delisting ,NSE official delisted companies register
NSEDL0183,DHANUS,INE406H01016,Dhanus Technologies Limited,Main Board,2017-05-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0184,EVINIX,INE961H01028,Evinix Accessories Limited (currently known as Evinix Industries Limited),Main Board,2017-05-12,Compulsory Delisting ,NSE official delisted companies register
NSEDL0185,IOLN,INE517C01011,IOL Netcom Limited,Main Board,2017-05-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0186,KOUTONS,INE406I01014,Koutons Retail India Limited,Main Board,2017-05-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0187,NUCHEM,INE946A01016,Nuchem Limited,Main Board,2017-05-12,Compulsory Delisting ,NSE official delisted companies register
NSEDL0188,PAREKHPLAT,INE598A01015,Parekh Platinum Limited,Main Board,2017-05-12,Compulsory Delisting ,NSE official delisted companies register
NSEDL0189,PASUPATI,INE095D01024,Pasupati Fabrics Limited,Main Board,2017-05-12,Compulsory Delisting ,NSE official delisted companies register
NSEDL0190,POLARIND,INE057B01010,Polar Industries Limited,Main Board,2017-05-12,Compulsory Delisting ,NSE official delisted companies register
NSEDL0191,SPANCO,INE360B01026,Spanco Limited,Main Board,2017-05-12,Compulsory Delisting ,NSE official delisted companies register
NSEDL0192,TAKSHEEL,INE889I01011,Taksheel Solutions Limited,Main Board,2017-05-12,Compulsory Delisting ,NSE official delisted companies register
NSEDL0193,TELEDATAIT,INE391I01018,Teledata Technology Solutions Limited,Main Board,2017-05-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0194,TELEMARINE,INE473I01014,Teledata Marine Solutions Limited,Main Board,2017-05-12,Delisting - Liquidation,NSE official delisted companies register
NSEDL0195,VIKASHMET,INE158H01013,Vikash Metal & Power Limited,Main Board,2017-05-12,Compulsory Delisting ,NSE official delisted companies register
NSEDL0196,VIKASHMET,INE158H01013,SRG Infotec (India) Limited,Main Board,2017-06-30,Voluntary Delisting ,NSE official delisted companies register
NSEDL0197,ELITE,INE584S01017,Elite Conductors Limited,ITP,2017-08-16,Exit from ITP platform,NSE official delisted companies register
NSEDL0198,HOCL,INE048A01011,Hindustan Organic Chemicals Limited,Main Board,2017-08-24,Voluntary Delisting ,NSE official delisted companies register
NSEDL0199,ARAVALIIND,INE450C01015,Aravali Industries Limited,Main Board,2017-09-15,Compulsory Delisting ,NSE official delisted companies register
NSEDL0200,GROWTECHNO,INE184701014,Growth Techno Projects Limited,Main Board,2017-09-15,Compulsory Delisting ,NSE official delisted companies register
NSEDL0201,NAMASTEXP,INE583A01017,Namaste Exports Limited,Main Board,2017-09-15,Compulsory Delisting ,NSE official delisted companies register
NSEDL0202,NEPCAGRO,INE587A01018,NEPC Agro Foods Limited,Main Board,2017-09-15,Compulsory Delisting ,NSE official delisted companies register
NSEDL0203,NEPCTEX,INE574B01014,NEPC Textiles Limited,Main Board,2017-09-15,Compulsory Delisting ,NSE official delisted companies register
NSEDL0204,ORGINFO,INE686D01012,ORG Informatics Limited,Main Board,2017-09-15,Compulsory Delisting ,NSE official delisted companies register
NSEDL0205,SB&TINTL,INE465B01015,SB&T International Limited,Main Board,2017-09-15,Compulsory Delisting ,NSE official delisted companies register
NSEDL0206,PADMALAYAT,INE243B01016,Padmalaya Telefilms Limited,Main Board,2017-09-25,Voluntary Delisting ,NSE official delisted companies register
NSEDL0207,MOHINI,INE450S01011,Mohini Health & Hygiene Limited,ITP,2017-10-25,Exit from ITP platform,NSE official delisted companies register
NSEDL0208,ISPATPROF,INE798A01011,Ispat Profile (I) Limited ,Main Board,2018-02-26,Delisting - Liquidation,NSE official delisted companies register
NSEDL0209,PEPL,INE843A01023,Pearl Engineering Polymers Limited,Main Board,2018-02-26,Compulsory Delisting ,NSE official delisted companies register
NSEDL0210,EMTEXIND,INE907B01016,Emtex Industries ( India ) Limited,Main Board,2018-03-26,Compulsory Delisting ,NSE official delisted companies register
NSEDL0211,MAARSOFTW,INE390A01017,Maars Software International Limited,Main Board,2018-03-26,Compulsory Delisting ,NSE official delisted companies register
NSEDL0212,KLGSYSTEL,INE799A01019,KLG Systel Limited,Main Board,2018-04-24,Compulsory Delisting ,NSE official delisted companies register
NSEDL0213,CAPCO,INE012T01017,Capco Industries Limited,ITP,2018-05-07,Exit from ITP platform,NSE official delisted companies register
NSEDL0214,BPLSANUTIL,INE312A01011,B S Appliances Limited ,Main Board,2018-05-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0215,SAITELE,INE294C01017,Sai Television Limited ,Main Board,2018-05-22,Compulsory Delisting ,NSE official delisted companies register
NSEDL0216,AGRODUTCH,INE135B01014,Agro Dutch Industries Limited,Main Board,2018-05-30,Compulsory Delisting ,NSE official delisted companies register
NSEDL0217,BRANDHOUSE,INE317J01011,Brandhouse Retails Limited,Main Board,2018-05-30,Delisting - Liquidation,NSE official delisted companies register
NSEDL0218,BROADCAST,INE698H01018,Broadcast Initiatives Limited,Main Board,2018-05-30,Compulsory Delisting ,NSE official delisted companies register
NSEDL0219,CRESTANI,INE774A01012,Crest Animation Studios Limited,Main Board,2018-05-30,Compulsory Delisting ,NSE official delisted companies register
NSEDL0220,ELDERPHARM,INE975A01015,Elder Pharmaceuticals Limited,Main Board,2018-05-30,Delisting - Liquidation,NSE official delisted companies register
NSEDL0221,FIRSTLEASE,INE492B01019,First Leasing Company India Limited,Main Board,2018-05-30,Delisting - Liquidation,NSE official delisted companies register
NSEDL0222,GLODYNE,INE932G01021,Glodyne Technoserve Limited,Main Board,2018-05-30,Delisting - Liquidation,NSE official delisted companies register
NSEDL0223,HELIOSMATH,INE674B01012,Helios and Matheson Information Technology Limited,Main Board,2018-05-30,Delisting - Liquidation,NSE official delisted companies register
NSEDL0224,KEMROCK,INE990B01012,Kemrock Industries and Exports Limited,Main Board,2018-05-30,Compulsory Delisting ,NSE official delisted companies register
NSEDL0225,KFA,INE438H01019,Kingfisher Airlines Limited,Main Board,2018-05-30,Compulsory Delisting ,NSE official delisted companies register
NSEDL0226,KOPDRUGS,INE746A01010,KDL Biotech Limited,Main Board,2018-05-30,Compulsory Delisting ,NSE official delisted companies register
NSEDL0227,LUMAXAUTO,INE547G01019,Lumax Automotive Systems Limited,Main Board,2018-05-30,Delisting - Liquidation,NSE official delisted companies register
NSEDL0228,NCOPPER,INE846H01039,Nissan Copper Limited,Main Board,2018-05-30,Compulsory Delisting ,NSE official delisted companies register
NSEDL0229,PLETHICO,INE491H01018,Plethico Pharmaceuticals Limited,Main Board,2018-05-30,Compulsory Delisting ,NSE official delisted companies register
NSEDL0230,SHRIASTER,INE900K01012,Shri Aster Silicates Limited,Main Board,2018-05-30,Compulsory Delisting ,NSE official delisted companies register
